OriginalPaperDOI,test
10.1109/CAIDCD.2009.5374938,
10.2478/s11532-007-0064-2,
10.1109/CAIDCD.2009.5375075,
10.1109/CAIDCD.2009.5375244,
10.1159/000099107,
10.1109/CAIDCD.2009.5374875,
10.1109/WiCom.2008.1566,
10.1109/WiCom.2008.1704,
10.1109/WiCom.2008.2951,
10.1109/WiCom.2008.1595,
10.1109/WiCom.2008.1674,
10.1109/WiCom.2008.2351,
10.1109/WiCom.2008.1954,
10.1109/WiCom.2008.1665,
10.1109/WiCom.2008.1701,
10.1109/WiCom.2008.2915,
10.1109/CISE.2009.5367044,
10.1109/CISE.2009.5363829,
10.1109/CISE.2009.5365291,
10.1109/CISE.2009.5365006,
10.1109/WiCom.2008.2024,
10.1109/CISE.2009.5363564,
10.1109/WiCom.2008.1967,
10.1109/CISE.2009.5366222,
10.1109/WiCom.2008.2103,
10.1109/CISE.2009.5362928,
10.1109/CISE.2009.5365218,
10.1109/CISE.2009.5365517,
10.1109/WiCom.2008.2118,
10.1109/CISE.2009.5365501,
10.1109/WiCom.2008.1852,
10.1007/s11368-014-1031-0,
10.1109/CISE.2009.5364938,
10.1109/CISE.2009.5365371,
10.1109/WiCom.2008.1138,
10.1109/WiCom.2008.2053,
10.1109/WiCom.2008.1976,
10.1007/s10965-016-0988-3,
10.1109/GMC.2009.5295825,
10.1109/GMC.2009.5295820,
10.1109/GMC.2009.5295868,
10.1109/WiCom.2008.2964,
10.1021/acs.joc.6b02899,
10.1109/FITME.2009.37,
10.1109/WiCom.2008.1313,
10.1109/FITME.2009.112,
10.1109/WiCom.2008.2967,
10.1109/WiCom.2008.2250,
10.1109/WiCom.2008.2311,
10.1007/s12206-014-1011-8,
10.1109/FITME.2009.9,
10.1109/WiCom.2008.3050,
10.1109/FITME.2009.46,
10.1109/FITME.2009.118,
10.1109/FITME.2009.31,
10.1109/WiCom.2008.1693,
10.1109/FITME.2009.55,
10.1109/WiCom.2008.2349,
10.1109/FITME.2009.13,
10.1109/WiCom.2008.2298,
10.1109/FITME.2009.11,
10.1109/WiCom.2008.1891,
10.1109/FITME.2009.10,
10.1109/FITME.2009.113,
10.1073/pnas.0604627103,
10.1073/pnas.1014792108,
10.1073/pnas.1404082111,
10.1073/pnas.1301480110,
10.1073/pnas.1216844110,
10.1073/pnas.1010307107,
10.1109/CISE.2009.5364841,
10.1109/CISE.2009.5364141,
10.1109/CISE.2009.5367034,
10.1109/SSME.2009.141,
10.1109/SSME.2009.13,
10.1109/SSME.2009.138,
10.1109/SSME.2009.83,
10.1109/SSME.2009.56,
10.1109/SSME.2009.57,
10.1109/SSME.2009.140,
,
10.1109/SSME.2009.72,
10.1109/CAIDCD.2009.5375234,
10.1109/CAIDCD.2009.5375385,
10.1109/SSME.2009.29,
10.1109/CAIDCD.2009.5375213,
10.1109/CAIDCD.2009.5374944,
10.1109/SSME.2009.114,
10.1109/CAIDCD.2009.5375299,
10.1109/CAIDCD.2009.5375382,
10.1179/016164107X204657,
10.1179/016164111X12881719352372,
10.1109/CAIDCD.2009.5374918,
10.1179/174313209X414515,
10.1179/016164111X12881719352570,
10.3109/14767058.2010.509915,
10.1080/17516234.2013.850220,
10.5004/dwt.2010.1773,
10.1017/S1473550415000294,
10.1109/WiCom.2008.2380,
10.1109/WiCom.2008.3042,
10.1109/WiCom.2008.1171,
10.1109/WiCom.2008.2363,
10.1155/2015/975825,
10.1155/2015/297521,
10.1007/s11240-011-0077-6,
10.4103/0973-7847.120512,
10.1007/s13277-013-1001-y,
10.1080/10402659.2013.846163,
10.1007/s13277-013-0974-x,
10.1007/s13277-013-0995-5,
10.1109/WiCom.2008.2820,
10.1109/WiCom.2008.1231,
10.1007/s13277-013-0899-4,
10.1109/WiCom.2008.2383,
10.1109/WiCom.2008.2457,
10.1109/WiCom.2008.1157,
10.1109/WiCom.2008.2358,
10.1007/s13277-013-0881-1,
10.1109/WiCom.2008.1694,
10.1109/WiCom.2008.1709,
10.1007/s13277-013-0818-8,
10.1109/WiCom.2008.3021,
10.1007/s13277-013-0773-4,
10.1007/s13277-013-0765-4,
10.1007/s13277-013-0755-6,
10.1007/s13277-012-0640-8,
10.1109/WiCom.2008.533,
10.1109/WiCom.2008.2343,
10.1007/s13277-013-0657-7,
10.1109/GSMM.2008.4534583,
10.1007/s13277-012-0625-7,
10.1109/GSMM.2008.4534635,
10.1109/WICOM.2007.993,
10.1109/WICOM.2007.1221,
10.1007/s13277-012-0601-2,
10.1109/WICOM.2007.1611,
10.1109/WICOM.2007.986,
10.1007/s12035-016-9852-z,
10.1109/WICOM.2007.1001,
10.1109/WICOM.2007.1597,
10.1109/WICOM.2007.1605,
10.1109/WICOM.2007.1440,
10.1109/WICOM.2007.976,
10.1109/WICOM.2007.1616,
10.1109/WICOM.2007.1442,
10.1109/WICOM.2007.793,
10.1109/WICOM.2007.824,
10.1109/WICOM.2007.990,
10.1109/WICOM.2007.818,
10.1109/WICOM.2007.1021,
10.1109/WICOM.2007.1044,
10.1109/WICOM.2007.1196,
10.1109/WICOM.2007.1029,
10.1109/WICOM.2007.1051,
10.1109/WICOM.2007.1393,
10.1109/WICOM.2007.1096,
10.1109/WICOM.2007.1108,
10.1109/WICOM.2007.973,
10.1109/WICOM.2007.1560,
10.1109/WICOM.2007.978,
10.1109/WICOM.2007.1129,
10.1109/WICOM.2007.1111,
10.1109/WICOM.2007.970,
10.1109/WICOM.2007.1035,
10.1109/WICOM.2007.1063,
10.1109/WICOM.2007.1110,
10.1109/WICOM.2007.831,
10.1109/WICOM.2007.1041,
10.1109/WICOM.2007.1093,
10.1109/WICOM.2007.1168,
10.1109/WICOM.2007.1484,
10.1109/WICOM.2007.832,
10.1109/WICOM.2007.980,
10.1109/WICOM.2007.1643,
10.1109/WICOM.2007.1291,
10.1109/ICBBE.2007.146,
10.1109/ICBBE.2007.140,
10.1109/ICBBE.2007.319,
10.1109/ICBBE.2007.301,
10.1109/ICBBE.2007.161,
10.1109/ICBBE.2007.7,
10.1109/ICBBE.2007.42,
10.1007/s11059-014-0235-z,
10.1007/s11059-006-0032-4,
10.1007/s11059-013-0210-0,
10.1007/s11059-012-0120-6,
10.1007/s11059-010-0081-6,
10.1007/s11059-009-1015-z,
10.1007/s11059-007-1013-y,
10.1007/s11059-013-0232-7,
10.1007/s11059-013-0186-9,
10.1007/s11059-011-0111-z,
10.3892/mmr.2015.4294,
10.1007/s11059-010-0065-6,
10.3892/mmr.2016.5047,
10.1111/j.1471-8286.2007.02008.x,
10.1111/nph.13073,
10.1088/1367-2630/14/2/025001,
10.1080/15421406.2012.635976,
10.1088/1367-2630/13/3/033016,
10.1074/jbc.M113.483115,
10.1074/jbc.M404852200,
10.1016/j.molcel.2012.03.002,
10.1074/jbc.M600135200,
10.1158/1535-7163.MCT-08-0642,
10.1007/s11032-007-9140-8,
10.1002/iub.1328,
10.1142/S0217984910024389,
10.1007/s12541-013-0260-2,
10.1007/s12541-012-0293-y,
10.1007/s12555-012-0536-9,
10.1007/s10753-014-0017-9,
10.1080/21645515.2016.1271686,
10.1007/s10734-014-9753-x,
10.1007/s11059-008-4013-7,
10.1007/s11032-013-9860-x,
10.1007/s12540-009-0231-4,
10.1007/BF03027746,
10.1007/s10845-011-0556-y,
10.1007/s10841-012-9488-x,
10.1080/10402659.2012.704251,
10.3103/S1060992X08020057,
10.2174/1874834101508010158,
10.2174/1876973X01508010309,
10.2174/1874129001509010617,
10.2174/1874836801509010233,
10.2174/1874836801509010238,
10.18632/oncotarget.13127,
10.1007/s11695-016-2263-4,
10.1007/s11071-014-1726-1,
10.1080/01140671.2004.9514280,
10.1179/1743132814Y.0000000456,
10.1007/s10905-011-9262-z,
10.1186/1029-242X-2013-337,
10.1186/1029-242X-2014-116,
10.1080/14620316.2016.1155317,
10.1007/s12079-011-0152-0,
10.1080/01457630600742464,
10.1515/forum-2013-0111,
10.1002/evan.21460,
10.1140/epjp/i2011-11128-3,
10.1186/s13638-015-0287-4,
10.1007/s10668-010-9263-7,
10.1017/S1431927615002524,
10.1039/C4NJ00768A,
10.1227/01.NEU.0000373207.04297.13,
10.1017/S1431927615012180,
10.1212/01.WNL.0000152871.65027.76,
10.1212/01.wnl.0000257089.50476.92,
10.1007/s10404-010-0607-2,
10.1212/WNL.59.2.162,
10.1007/s10072-009-0028-8,
10.1016/j.neuint.2015.01.004,
10.1007/s11064-016-1993-y,
10.3969/j.issn.1673-5374.2013.25.008,
10.1016/j.entcs.2004.06.063,
10.1186/2193-7680-3-7,
10.1080/17525098.2012.656364,
10.1080/02757540.2010.529077,
10.2478/s11535-009-0017-1,
10.1038/cdd.2010.65,
10.4161/cc.11.1.18097,
10.1007/s10404-012-1091-7,
10.1016/S0026-2692(02)00028-9,
10.1007/s00125-014-3355-0,
10.1007/s00125-011-2276-4,
10.1007/s00604-012-0819-0,
10.1186/1475-2859-8-39,
10.1007/s13594-012-0106-1,
10.1016/j.mechatronics.2004.11.002,
10.1185/030079908X297321,
10.1051/meca/2016069,
10.1016/j.carbpol.2014.01.067,
10.1186/s12935-016-0349-7,
10.3109/02699052.2016.1147076,
10.3109/02699052.2016.1160151,
10.5772/58442,
10.1007/s00170-005-0395-0,
10.1186/s12903-016-0292-y,
10.1002/fld.1027,
10.1080/15502287.2015.1009578,
10.1016/j.intimp.2013.07.007,
10.1109/ICBBE.2007.318,
10.1109/ICBBE.2007.131,
10.1109/ICBBE.2007.101,
10.1109/ICBBE.2007.14,
10.1109/ICBBE.2007.291,
10.1109/ICBBE.2007.185,
10.1109/ICBBE.2007.172,
10.1109/ICBBE.2007.176,
10.1109/ICBBE.2007.77,
10.1109/ICBBE.2007.330,
10.1109/ICBBE.2007.156,
10.1186/1472-6882-14-82,
10.1515/hsz-2015-0153,
10.1134/S0005117914100154,
10.1007/s10509-013-1746-1,
10.1080/19761597.2015.1019183,
10.1158/1078-0432.CCR-16-0137,
10.15403/jgld.2014.1121.254.sic,
10.1016/j.foodchem.2010.11.077,
10.1016/j.fct.2010.06.028,
10.1016/j.fbp.2012.04.007,
10.1016/j.jos.2015.12.019,
10.1007/s00780-015-0277-8,
10.1177/0959353510375415,
10.1002/2211-5463.12158,
10.1096/fj.201600441R,
10.1074/jbc.M603393200,
10.1096/fj.06-7854com,
10.1096/fj.02-0453fje,
10.1016/j.cell.2014.02.021,
10.1107/S1600536807057996,
10.1107/S1600536807048556,
10.1107/S1600536807051008,
10.1107/S1600536807049665,
10.1107/S1600536807047575,
10.1107/S1600536807042134,
10.1107/S1600536807046466,
10.1016/j.eswa.2008.12.035,
10.1016/j.eswa.2008.09.055,
10.1107/S1600536807042122,
10.1107/S1600536807041657,
10.1107/S1600536807040275,
10.1107/S1600536807039773,
10.1107/S1600536807038743,
10.1107/S1600536807039050,
10.1107/S1600536806038141,
10.1107/S1600536805026358,
10.1107/S1600536807056504,
10.1107/S1600536807032679,
10.1107/S1600536807031224,
10.1007/s13277-012-0562-5,
10.1007/s13277-012-0457-5,
10.1007/s13277-012-0340-4,
10.1007/s10904-017-0565-1,
10.1080/01596306.2015.1113159,
10.1107/S1600536807058540,
10.1143/JJAP.50.08JG02,
10.1143/JJAP.49.081402,
10.1143/JJAP.50.08JD02,
10.1007/s40840-016-0367-6,
10.1371/journal.pone.0164378,
10.1016/j.eswa.2008.10.025,
10.1016/j.bpj.2016.06.038,
10.1016/j.eswa.2008.12.011,
10.1080/14737175.2016.1189827,
10.1517/21678707.2015.1089168,
10.1139/cjss-2016-0089,
10.1007/s00348-016-2115-y,
10.1007/s12540-011-0405-8,
10.1007/s11661-015-3312-7,
10.1097/MD.0000000000002501,
10.1097/MD.0000000000004537,
10.1097/MD.0000000000005116,
10.12659/MSM.893553,
10.2320/matertrans.M2015359,
10.1515/msp-2015-0068,
10.3892/etm.2016.2977,
10.3892/etm.2011.320,
10.1155/2016/1493098,
10.1016/j.mseb.2009.12.034,
10.1016/j.msea.2014.01.025,
10.1007/s00521-013-1387-x,
10.1007/s00521-012-0857-x,
10.1007/s00521-012-0834-4,
10.1038/nrc2539,
10.1038/ngeo587,
10.1038/ncomms4562,
10.1038/ncomms4761,
10.1007/s11053-012-9190-4,
10.1051/meca/2016074,
10.1061/(ASCE)NH.1527-6996.0000049,
10.1088/0957-0233/12/11/303,
10.1038/hr.2010.186,
10.1038/hr.2010.186,
10.1016/j.indcrop.2011.01.022,
10.1155/2012/641361,
10.1016/j.indcrop.2016.11.020,
10.1155/2015/282408,
10.1093/icc/dtq041,
10.3846/13926292.2014.980864,
10.1021/acs.iecr.5b01962,
10.4103/0971-7749.131870,
10.1093/imamci/dnn005,
10.1587/elex.7.596,
10.1080/02678292.2010.489156,
10.1185/03007995.2011.570747,
10.1186/1744-859X-13-11,
10.1023/A:1012296803189,
10.1186/s13662-016-0864-9,
10.1007/s10488-006-0092-9,
10.1016/j.ceramint.2016.07.049,
10.1111/jnc.13452,
10.1038/nature04585,
10.1371/journal.pone.0116682,
10.1142/S1793292016501125,
10.1007/s11042-015-2608-3,
10.1007/s11042-015-2877-x,
10.5114/wiitm.2017.66025,
10.1124/mol.107.036111,
10.1124/mol.114.094508,
10.12659/AJCR.896798,
10.1124/mol.114.092536,
10.1124/mol.107.041350,
10.1111/iej.12615,
10.1124/mol.110.067512,
10.1039/C5CP07676E,
10.1080/10408398.2016.1196162,
10.1515/corrrev-2016-0023,
10.1007/s00338-015-1257-3,
10.2169/internalmedicine.48.1607,
10.1016/j.msea.2003.10.215,
10.1016/j.msea.2013.12.037,
10.1016/j.msea.2009.07.028,
10.1002/pssb.200540069,
10.1016/j.msea.2015.06.076,
10.1016/j.msea.2005.02.064,
10.1016/j.msea.2013.02.049,
10.1016/j.msea.2010.04.021,
10.1016/j.msea.2009.09.025,
10.1016/j.msea.2014.07.090,
10.1016/j.materresbull.2007.11.001,
10.1002/pssa.200306153,
10.1016/j.matlet.2013.04.015,
10.1080/10798587.2011.10643150,
10.1016/S0167-577X(99)00206-2,
10.1016/j.matchemphys.2008.08.016,
10.1016/j.matchar.2013.11.012,
unavailable,
10.1617/s11527-007-9318-x,
10.1080/10584587.2011.575736,
10.1002/1521-396X(200207)192:1212::AID-PSSA2123.0.CO;2-B,
10.1177/1074248412474491,
10.1002/pssa.200521465,
10.1073/pnas.0901184106,
10.1097/JCN.0000000000000162,
10.3926/ic.771,
10.1080/10916460902937075,
10.1074/jbc.M705709200,
10.1111/peps.1214,
10.1016/j.inoche.2007.09.029,
10.1016/j.patrec.2012.09.015,
10.1053/j.jvca.2005.12.005,
10.1016/j.patcog.2010.11.017,
10.1053/j.jvca.2008.02.019,
10.1074/jbc.M113.453886,
10.1186/1749-8090-9-41,
10.1074/jbc.M110.210526,
10.1016/j.inoche.2009.08.029,
10.1186/s13019-014-0194-5,
10.3944/AOTT.2011.2543err1,
10.3944/AOTT.2011.2543,
10.1007/978-3-319-39546-3_23,
10.1053/j.jvca.2007.02.015,
10.1074/jbc.M110.110312,
10.1074/jbc.M110.163865,
10.1074/jbc.M109.065862,
10.1073/pnas.0906922106,
10.1074/jbc.M801571200,
10.1074/jbc.M111.314088,
10.1038/hr.2010.186,
10.1002/hyp.5790,
10.1053/jcan.2001.23276,
10.1093/hmg/ddu734,
10.1053/jcan.2001.24979,
10.1053/jcan.2000.18447,
10.1093/hmg/ddi217,
10.1002/hfm.20311,
10.1053/j.jvca.2009.09.014,
10.1002/hfm.20313,
10.1002/hfm.20286,
10.1002/hfm.20507,
10.1002/hfm.20300,
10.1002/hfm.20348,
10.1002/hfm.20297,
10.1053/cr.2000.5853,
10.1053/jcan.2000.7945,
10.1186/s12935-016-0278-5,
10.1016/j.schres.2013.02.017,
10.1038/nchem.768,
10.7498/aps.62.104701,
,
10.7498/aps.61.186102,
10.1002/hfm.20272,
10.1515/htmp-2015-0083,
10.1140/epjp/i2016-16030-x,
10.7498/aps.55.791,
10.1140/epja/i2016-16270-3,
10.1111/j.1365-2389.2005.00759.x,
10.1155/2016/4867124,
10.1002/ejsp.390,
10.1002/ejsp.310,
,
10.1093/eurpub/ckm072,
10.1016/j.ejphar.2007.02.057,
10.1002/ejoc.201000251,
10.1002/hon.2185,
10.1002/ejoc.201300466,
10.1002/hon.2330,
10.1136/gut.52.3.363,
10.1186/1749-8090-6-69,
unavailable,
10.1016/j.jjcc.2009.02.013,
10.1111/j.1540-8191.2007.00561.x,
,
10.1111/j.1540-8191.2009.00931.x,
10.1007/s12540-012-3003-5,
10.1007/s12540-013-2008-z,
10.1007/s12540-010-0404-1,
10.1053/j.jvca.2010.02.008,
10.3365/met.mat.2008.04.151,
10.1007/s12540-013-5006-2,
10.3365/met.mat.2008.06.291,
10.1053/j.jvca.2010.03.001,
10.1007/s12540-015-4260-x,
10.1007/s12540-014-4016-z,
10.2298/ABS1401157L,
10.2298/ABS1304447H,
10.2298/ABS140917033L,
10.1007/s00419-011-0536-x,
10.1080/17518253.2016.1188162,
10.1039/C3GC40855H,
10.1039/B904689E,
10.1039/B924772F,
10.1108/SAJGBR-12-2015-0085,
10.1039/C2GC36331C,
10.1111/j.1466-8238.2009.00501.x,
10.1007/s00417-016-3551-3,
10.1016/j.infrared.2014.01.002,
10.3390/ijms12010385,
10.3390/ijms11124891,
10.3866/PKU.WHXB201505251,
10.1002/maco.201408190,
10.3390/ma5050882,
10.1007/s11002-012-9215-0,
10.1016/j.marpolbul.2014.08.017,
10.1007/s11001-016-9267-2,
10.1108/00251741111163179,
10.1016/j.actatropica.2013.07.013,
10.1016/j.lungcan.2009.06.013,
10.1016/j.lungcan.2008.05.026,
10.1016/j.lungcan.2014.08.015,
10.1038/sj.leu.2403868,
10.1177/0016986216660382,
10.2174/157018011794578141,
10.1016/j.leaqua.2010.07.015,
10.1190/geo2013-0325.1,
10.1016/j.leaqua.2011.02.002,
10.1016/j.leaqua.2012.11.008,
10.1016/j.leaqua.2009.03.015,
10.1080/01490450600762498,
10.1111/gfl.12158,
10.1016/j.enpol.2016.02.053,
10.1016/j.enconman.2014.02.024,
10.1021/ef101754v,
10.1101/gr.110702,
10.1016/j.energy.2010.01.030,
10.1016/j.energy.2014.08.026,
10.3390/en3040847,
10.3390/en8042769,
10.1071/FP08120,
10.5755/j01.eee.20.3.6676,
10.5755/j01.eee.19.3.1441,
10.5755/j01.eee.19.10.3925,
10.1016/j.electacta.2006.05.009,
10.1149/1.1874652,
10.1016/j.epsr.2008.10.016,
10.1016/j.ejrnm.2015.09.004,
10.1016/j.econlet.2007.07.018,
10.1016/j.econmod.2012.09.023,
10.1053/j.gastro.2012.05.045,
10.1039/C5GC01428J,
10.1152/ajpendo.00194.2016,
10.1002/cjce.22110,
10.1016/j.jhazmat.2013.03.021,
10.1002/1521-4095(200108)13:161273::AID-ADMA12733.0.CO;2-P,
10.1002/1521-4095(200010)12:201539::AID-ADMA15393.0.CO;2-S,
10.1002/adma.201301370,
,
10.1177/1077546312442948,
10.1177/1077546312437804,
10.1177/1077546312443377,
10.1111/j.1911-3846.2010.01034.x,
10.1186/s40478-014-0166-y,
10.1177/1077546311410765,
10.1007/s00607-012-0210-3,
10.1016/j.compgeo.2008.03.004,
10.1016/j.cie.2010.04.003,
10.1016/j.cma.2010.11.017,
10.1016/j.csda.2009.07.024,
10.1016/j.csda.2007.07.021,
10.1111/1755-6724.12982,
10.1016/j.commatsci.2010.08.012,
10.1111/j.1365-2109.2008.01951.x,
10.1016/j.commatsci.2011.07.019,
10.1016/j.commatsci.2011.05.001,
10.1107/S1600536806050240,
10.1016/j.commatsci.2011.07.036,
10.1007/s13201-014-0183-9,
10.1016/j.marpolbul.2017.01.045,
10.1007/s13201-016-0513-1,
10.1063/1.1329634,
10.1007/s11705-015-1505-7,
10.5294/laclil.2015.8.2.7,
10.1108/03684921211276675,
10.1007/s12205-010-1050-3,
10.1111/j.1460-9568.2008.06425.x,
10.3389/fpls.2016.00869,
,
10.1007/s11814-009-0196-5,
10.1016/j.ejmech.2015.01.019,
10.1007/s11814-010-0266-8,
10.1016/j.econmod.2012.05.013,
10.1002/ejic.200900091,
10.1016/j.econmod.2013.01.008,
10.1007/s11708-016-0395-9,
10.1111/jzo.12056,
10.1016/j.ejcts.2008.09.017,
10.1007/s12650-012-0149-7,
10.1016/j.ejcts.2005.05.013,
10.1016/j.eja.2012.11.001,
10.1016/j.econmod.2012.05.024,
10.1061/(ASCE)TE.1943-5436.0000212,
10.1016/j.tca.2006.01.015,
10.1016/j.freeradbiomed.2012.06.040,
10.1016/j.econmod.2006.06.007,
10.1143/JPSJ.76.094801,
10.1515/eces-2015-0032,
unavailable,
10.3938/jkps.67.1709,
10.1002/ddr.20087,
10.1016/j.jeurceramsoc.2014.10.020,
10.1016/j.jash.2012.11.006,
10.1016/j.jash.2014.03.329,
10.1007/s11746-009-1393-4,
,
10.1080/09687599.2015.1069732,
10.1111/dme.12499,
10.1007/s10068-013-0136-3,
10.1016/j.foodres.2014.11.020,
10.1107/S1600536807000591,
10.1107/S1600536804028296,
10.1107/S1600536807042390,
10.1107/S1600536807054529,
10.1107/S160053680701879X,
10.1107/S1600536807051756,
10.1107/S1600536807017461,
10.1107/S1600536807026852,
10.1186/s13638-015-0471-6,
10.1007/s10681-011-0544-5,
10.1021/es503827y,
10.1021/es506095e,
10.1007/s10661-007-9844-6,
10.1289/ehp.1408282,
10.1107/S1600536807028735,
10.1107/S1600536807018831,
10.1107/S1600536807030917,
10.1107/S1600536807035349,
10.1107/S1600536806035410,
10.1007/s00254-008-1357-2,
10.1007/s00254-008-1261-9,
10.1007/s12665-011-1199-1,
10.1007/s10668-015-9662-x,
10.1111/j.1540-6520.2012.00548.x,
10.1107/S1600536806030637,
10.1107/S160053680903236X,
10.2399/jmu.2015002005,
10.1016/j.engfailanal.2011.02.013,
10.1016/j.engfailanal.2008.05.022,
10.1016/j.engfailanal.2014.12.005,
10.1107/S1600536807027195,
10.1016/j.enganabound.2014.01.002,
10.1080/15567030903330868,
10.1016/j.applthermaleng.2005.10.026,
10.1016/j.apsusc.2014.09.094,
10.1016/j.apsusc.2012.11.139,
10.1016/j.apsusc.2010.07.037,
10.1063/1.4943786,
10.1063/1.1408277,
10.1063/1.4861374,
10.4103/1477-3163.75723,
10.1016/j.ces.2011.08.030,
10.4103/0973-1482.137957,
10.1002/celc.201402369,
10.1007/s00432-015-1945-y,
10.1016/j.ceramint.2015.08.074,
10.1007/s00432-013-1492-3,
10.1016/j.cellsig.2010.05.017,
10.1007/s00432-013-1466-5,
10.1007/s00432-012-1267-2,
10.1159/000443111,
10.1159/000373959,
10.1016/j.cellimm.2012.08.005,
10.1007/s10571-015-0255-x,
10.4103/2231-0762.161227,
10.1016/j.commatsci.2013.08.040,
10.1016/j.commatsci.2012.03.032,
10.1016/j.commatsci.2010.08.004,
10.1016/j.commatsci.2015.11.015,
10.2337/db11-1388,
10.1016/j.compscitech.2014.04.012,
10.2337/db11-1388,
10.1016/j.cnsns.2009.04.001,
10.1016/j.cnsns.2009.05.033,
10.1016/j.jinf.2004.08.022,
10.2337/db09-1907,
10.1177/0093650212446622,
10.1111/cccr.12076,
10.2337/db09-1907,
10.1111/codi.13565,
10.1186/1029-242X-2013-50,
10.2337/db06-1595,
10.2337/db06-1595,
10.1186/1029-242X-2014-156,
10.2337/db05-1622,
10.2337/db05-1622,
10.4049/jimmunol.179.8.5441,
10.4028/www.scientific.net/AMR.594-597.130,
10.4028/www.scientific.net/AMR.774-776.1223,
10.1007/s00376-006-0215-y,
10.1177/1077546311426734,
10.1177/1077546311429341,
10.1016/j.colsurfa.2006.05.003,
10.1016/j.colsurfa.2006.09.041,
10.1016/j.colsurfa.2008.10.045,
10.4049/jimmunol.180.9.6199,
10.1007/s00392-015-0913-5,
10.5414/CNP65153,
10.12688/f1000research.8114.1,
10.12688/f1000research.8114.3,
10.1016/j.mito.2012.12.003,
10.3389/fphar.2016.00226,
10.1177/1077546311428345,
10.1016/S0140-6736(16)30002-2,
10.1177/1077546312446361,
10.1007/s10098-016-1283-z,
10.1088/1674-1137/40/7/077001,
10.1177/1077546310397561,
10.1177/1077546311428346,
10.1177/1077546311434794,
10.1177/1077546311429337,
10.1177/1077546312442232,
10.1177/1077546312442947,
10.1177/1077546311429477,
10.1177/1077546311429476,
10.1016/j.cnsns.2009.05.034,
10.1038/sj.cr.7290375,
10.1177/1077546311429841,
10.1016/j.celrep.2015.06.010,
10.1016/j.celrep.2016.01.032,
10.1177/1077546312463759,
10.1016/j.cmet.2005.10.008,
10.1016/j.cmet.2008.07.006,
10.1177/1077546311428347,
10.4161/cc.10.21.17903,
10.1016/j.cell.2013.04.008,
10.1016/j.catena.2016.09.011,
10.1016/j.catcom.2012.11.012,
10.1155/2014/281210,
10.1155/2016/4190827,
10.1080/00087114.2016.1169091,
10.1093/cvr/cvu074.1,
10.1093/carcin/bgr033,
10.2337/db09-1503,
10.2337/db13-1526,
10.2337/diab.46.12.1950,
10.2337/diab.46.12.1950,
10.2337/db07-0573,
10.2337/db07-0573,
10.1016/j.devcel.2015.12.009,
10.1016/j.ydbio.2013.10.020,
10.1111/dgd.12088,
10.1242/dev.129023,
10.1242/dev.129023,
10.1016/j.jim.2015.05.003,
10.1080/19443994.2012.691740,
10.1063/1.2771059,
10.1061/(ASCE)HE.1943-5584.0000192,
10.1016/j.desal.2008.05.069,
10.1063/1.2360255,
10.1016/j.desal.2015.03.041,
10.1063/1.4793307,
10.1016/j.jhin.2009.03.027,
10.1063/1.1445804,
10.1063/1.4940383,
10.1002/bkcs.11086,
10.1007/s12034-009-0056-2,
10.1111/bjp.12227,
,
10.1111/bph.12725,
10.1111/j.1476-5381.2011.01305.x,
10.1007/s12031-014-0292-9,
10.1111/j.1524-4741.2007.00497.x,
10.1007/s13538-015-0330-2,
10.1515/jhsem-2014-0038,
10.3109/02699052.2016.1162060,
10.1177/1359105315603696,
10.3109/02699052.2011.650664,
10.1007/s00127-010-0309-9,
Unavailable,
10.1016/j.chemosphere.2016.02.103,
10.1016/j.chemosphere.2015.12.092,
10.1002/chem.201400336,
10.1007/s12035-016-9867-5,
10.1080/02757540500290222,
10.1136/bmj.325.7377.1428,
10.1039/C2SC20639K,
10.1007/s40242-014-4183-y,
10.1016/j.chemphys.2005.05.012,
10.1016/j.iref.2008.09.008,
10.1080/14786460903440714,
10.1016/j.carbon.2010.03.066,
10.1016/j.carbon.2006.10.027,
10.1590/1414-431x20175234,
10.1107/S1600536811022574,
10.1158/0008-5472.CAN-08-4516,
10.1016/j.canlet.2008.12.018,
10.1016/j.canlet.2010.05.012,
10.1107/S1600536807048386,
10.1016/j.canlet.2006.08.009,
10.1016/S0304-3835(02)00107-6,
10.1107/S1600536807044571,
10.4161/cbt.6.4.3815,
10.1002/cncr.23100,
10.1002/cncr.10308,
10.1002/cncr.21904,
10.1002/cncr.24250,
10.1002/cncr.21731,
10.1107/S160053680704086X,
10.1107/S1600536807052464,
10.1107/S1600536807047526,
10.1107/S1600536807053068,
10.1107/S1600536807054876,
10.1016/j.desal.2015.05.022,
10.1016/j.desal.2011.08.005,
10.1016/j.dss.2015.11.001,
10.1039/C6DT01600F,
10.1016/j.jcyt.2014.07.003,
10.1097/CCO.0b013e328333dca4,
10.1016/j.cap.2008.03.014,
10.1074/jbc.M401878200,
10.1074/jbc.M703438200,
10.1074/jbc.M109006200,
10.1074/jbc.M409166200,
,
10.1016/j.foodqual.2004.06.005,
10.2307/3062145,
10.1177/1077546312449644,
10.1177/1077546309360053,
10.1177/1077546310395974,
10.1177/1077546312449645,
10.1177/1077546311430107,
10.1177/1077546310395971,
10.1038/nn.4487,
10.1177/1077546312464258,
10.1063/1.4973859,
10.1063/1.4979962,
10.1063/1.4979875,
10.1016/j.bcmd.2009.04.006,
10.1182/blood.V98.1.125,
10.1186/1745-6673-7-12,
